,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Unnamed: 64,Unnamed: 65
1339,Mike Smith,East Tennessee St.,ASun,33,87.0,113.2,20.4,51.1,56.25,4.7,19.2,11.5,13.8,125,161,0.776,126,257,0.49,44,119,0.37,1.7,2.1,42.8,Jr,6-Jun,,3.30691,111.654,3.5,2009,2465,all,,1.18331316,,,,,,,,,,,93.9059,96.4268,3.60306,259.002,3.28611,2.28903,0.997087,3.70895,35.0606,2.68941,1.01954,1.4848,6.3636,7.8485,2.1515,1.3636,0.5152,15.4242,,5.60218
1401,Leon Buchanan,Morehead St.,OVC,33,84.5,115.3,22.2,52.0,59.86,10.1,10.8,7.0,17.9,176,220,0.8,164,320,0.512,3,4,0.75,1.1,1.2,67.9,Sr,5-Jun,,3.70709,114.942,2.8,2009,2578,all,,0.45333744,,,,,,,,,,,105.848,105.476,2.5126,174.902,0.865408,1.88626,-1.02085,1.57552,35.0909,2.19124,-0.615715,2.9394,3.2424,6.1818,1.0303,0.7273,0.3333,15.5455,,0.211148
1409,Rodney Green,La Salle,A10,31,86.7,104.7,26.8,51.1,54.92,3.1,12.8,22.0,20.0,124,176,0.705,170,334,0.509,29,84,0.345,0.5,3.1,42.1,Jr,5-Jun,,3.77702,115.637,2.9,2009,2594,all,,1.05000308,,,,,,,,,,,98.7116,97.7017,3.43935,209.968,3.42545,2.47151,0.953948,3.98731,35.2581,2.71008,1.27723,0.9677,4.0,4.9677,3.3871,1.871,0.1613,17.7742,,4.49466
1410,Deonta Vaughn,Cincinnati,BE,31,89.1,104.9,24.7,48.7,53.36,1.9,10.9,27.4,23.2,97,120,0.808,71,153,0.464,79,236,0.335,0.0,2.2,30.8,Jr,1-Jun,,3.96888,116.365,2.9,2009,2595,all,47.2,1.38094539,,,,,,,,,,,102.26,97.3271,3.57835,186.821,3.86026,3.86664,-0.00638315,3.81386,36.0645,3.30472,0.509143,0.6129,3.4194,4.0323,4.6774,1.3226,0.0,15.3548,,12.9083
1439,David Holston,Chicago St.,ind,30,87.0,112.8,32.9,52.7,56.69,2.9,8.9,36.1,19.2,139,169,0.822,114,227,0.502,134,371,0.361,0.0,4.3,28.3,Sr,8-May,,5.18244,127.174,2.4,2009,2659,all,,1.46091839,,,,,,,,,,,104.257,109.117,2.08317,212.22,4.14215,7.49296,-3.3508,6.83702,35.5333,8.01747,-1.18046,1.0,2.8,3.8,6.2333,2.8667,0.0,25.6333,,18.4999
1447,David Gonzalvez,Richmond,A10,35,89.0,114.9,21.8,55.9,58.23,3.5,12.5,12.3,12.1,91,129,0.705,130,251,0.518,71,172,0.413,1.1,1.9,30.5,Jr,4-Jun,,4.22609,118.46,2.8,2009,2672,all,64.0,1.30908744,,,,,,,,,,,103.025,101.583,3.05078,208.097,3.7083,4.05502,-0.346723,4.41801,36.0,4.71089,-0.292874,1.0286,3.6857,4.7143,2.0571,1.1429,0.3714,16.1143,,8.2784
1452,Jaret Von Rosenberg,Hartford,AE,33,94.7,99.4,21.3,45.7,52.12,3.2,11.0,22.1,18.9,108,128,0.844,84,165,0.509,49,180,0.272,0.1,2.3,37.1,Sr,2-Jun,,2.04882,99.857,2.1,2009,2681,all,,1.39758271,,,,,,,,,,,106.926,108.462,2.33988,209.715,-0.933297,0.0652968,-0.998594,-0.764993,38.303,0.303175,-1.06817,1.0303,3.4242,4.4545,3.5152,1.4545,0.0303,12.8182,,8.73655
1468,Nate Rohnert,Denver,SB,31,90.7,104.6,29.5,54.5,58.07,3.4,17.7,35.1,21.4,106,148,0.716,131,230,0.57,35,107,0.327,1.1,2.4,43.9,Jr,5-Jun,,3.68795,113.571,3.1,2009,2707,all,2.2,1.39048157,,,,,,,,,,,98.9356,100.376,3.25841,197.401,2.81711,1.89017,0.926937,2.25555,37.0,2.40664,-0.151092,0.7742,4.5806,5.3548,4.7097,1.2903,0.3226,15.2581,,6.42958
1476,Matt Janning,Northeastern,CAA,32,88.9,101.2,25.2,47.2,51.24,3.7,13.3,18.9,17.8,92,124,0.742,107,231,0.463,51,158,0.323,0.6,2.8,31.9,Jr,4-Jun,,3.085,109.274,2.2,2009,2716,all,,1.08972305,,,,,,,,,,,98.1507,97.9422,3.4943,193.769,2.29741,2.00005,0.297355,2.26715,35.9688,2.15891,0.108249,1.0,3.6875,4.6875,2.6562,1.5,0.1875,14.3438,,9.09242
1563,Talor Battle,Penn St.,B10,38,92.6,110.9,26.8,49.5,53.56,3.0,14.7,29.6,15.5,147,210,0.7,106,222,0.477,92,271,0.339,0.3,2.0,42.6,So,Jun-00,,5.35236,125.893,2.2,2009,2884,all,74.2,2.05431426,,,,,,,,,,,100.768,97.1375,3.7592,237.451,7.46005,6.29735,1.1627,6.73815,37.4211,5.53601,1.20214,0.9211,4.3947,5.3158,4.9737,1.1842,0.0789,16.7105,,12.3053
1576,Brandon Brooks,Alabama St.,SWAC,30,89.7,110.8,23.2,53.9,59.55,2.7,10.1,35.6,24.3,119,156,0.763,113,209,0.541,22,62,0.355,0.8,2.3,57.6,Sr,2-Jun,,3.24241,110.319,2.3,2009,2915,all,,1.90197056,,,,,,,,,,,96.0142,103.247,2.86504,189.423,1.84946,2.09461,-0.24515,2.1375,35.8667,2.08726,0.0502368,0.8,3.4667,4.2667,6.4667,1.3667,0.3,13.7,,3.42615
1585,Troy Jackson,Alcorn St.,SWAC,27,88.1,105.1,25.7,47.5,53.46,3.3,10.6,20.9,13.4,144,190,0.758,142,278,0.511,31,119,0.261,1.1,3.5,47.9,Jr,3-Jun,,3.02141,108.089,2.2,2009,2938,all,,1.3538673,,,,,,,,,,,108.946,115.714,1.33849,197.341,0.425734,2.67048,-2.24475,1.79593,36.8889,3.03707,-1.24114,1.1852,3.4074,4.5926,3.2593,2.4444,0.4444,19.2963,,6.30862
1588,Michael Bramos,Miami OH,MAC,30,87.0,106.0,27.3,48.5,53.87,1.9,12.9,12.8,13.4,120,144,0.833,102,231,0.442,71,199,0.357,3.7,1.8,33.5,Sr,5-Jun,,4.18515,118.926,2.0,2009,2942,all,,0.85000002,,,,,,,,,,,94.6733,94.9776,3.77819,182.543,4.43686,2.99194,1.44492,6.93313,35.2333,5.64722,1.28591,0.5,3.6333,4.1333,1.7,0.9667,1.1,17.9,,12.1725
1602,A.D. Vassallo,Virginia Tech,ACC,34,89.8,111.8,25.0,53.0,56.5,4.4,14.7,16.7,16.1,101,121,0.835,149,290,0.514,83,226,0.367,2.5,1.3,23.4,Sr,6-Jun,,4.87368,123.36,2.4,2009,2962,all,30.4,1.03528004,,,,,,,,,,,103.134,97.5763,3.57685,217.562,5.65291,4.86383,0.789076,6.48993,36.5882,6.18426,0.305665,1.3824,4.8235,6.2059,2.5882,0.8235,0.8529,19.0588,,10.6749
1662,Reid Augst,UNC Asheville,BSth,28,86.7,103.1,22.6,51.1,54.45,5.8,9.3,15.6,18.4,92,135,0.681,124,232,0.534,29,96,0.302,0.7,2.5,41.2,Sr,6-Jun,,2.438,104.534,2.2,2009,3076,all,,0.97261328,,,,,,,,,,,110.64,112.306,1.67946,162.885,-1.0174,1.45246,-2.46986,-1.19185,35.2857,1.05529,-2.24714,1.7857,2.9286,4.7143,2.5357,1.5357,0.25,15.25,,5.45825
1663,Sam Hinnant,East Carolina,CUSA,27,87.4,109.0,20.9,50.0,54.36,2.1,9.3,10.1,12.4,77,94,0.819,43,109,0.394,80,217,0.369,0.2,0.9,28.8,Sr,4-Jun,,3.3437,111.82,2.0,2009,3077,all,,1.09759634,,,,,,,,,,,117.899,116.077,1.23659,121.825,-0.666423,3.5256,-4.19202,-0.117096,35.2963,3.35708,-3.47417,0.6296,2.8889,3.5185,1.6667,0.5185,0.0741,14.9259,,13.7753
1664,Dionte Christmas,Temple,A10,34,87.6,105.4,29.2,51.5,54.98,3.6,14.9,18.7,17.2,119,158,0.753,111,223,0.498,107,304,0.352,0.4,2.6,30.0,Sr,6-Jun,,4.37962,120.298,2.9,2009,3078,all,,1.0,,,,,,,,,,,95.7977,92.2766,4.1316,229.293,5.7001,4.77275,0.927345,6.52345,35.0294,5.139,1.38445,1.0588,4.7353,5.7941,2.8824,1.5,0.1471,19.4706,,15.6024
1673,Kevin Anderson,Richmond,A10,35,91.2,105.4,25.0,49.6,54.08,2.7,6.9,16.5,15.6,131,175,0.749,177,342,0.518,32,112,0.286,0.1,2.3,38.5,So,Jun-00,,3.62325,112.878,2.4,2009,3093,all,29.8,1.18073704,,,,,,,,,,,105.335,103.861,2.83741,190.435,0.616743,2.0759,-1.45916,0.905725,36.8857,1.884,-0.978274,0.8286,2.0857,2.9143,2.8,1.3714,0.0286,16.6,,5.26055
1739,Kevin Kanaskie,Middle Tennessee,SB,31,89.3,111.1,17.7,45.4,52.71,1.7,13.6,18.5,15.9,98,113,0.867,45,99,0.455,56,185,0.303,0.1,1.7,39.8,Sr,2-Jun,,2.49237,104.371,2.3,2009,3213,all,13.8,2.09616069,,,,,,,,,,,102.024,102.441,2.9538,186.129,2.61941,2.74366,-0.124254,2.20152,35.871,1.92842,0.273094,0.5161,3.7419,4.2581,3.5161,1.0,0.0323,11.4839,,10.0298
1747,Tyler Dierkers,Miami OH,MAC,30,89.9,105.9,16.9,51.4,55.19,9.9,15.7,13.2,21.0,59,82,0.72,103,202,0.51,4,10,0.4,2.1,3.0,38.7,Sr,8-Jun,,2.44708,103.883,2.5,2009,3223,all,,1.06665003,,,,,,,,,,,91.5719,91.8663,4.29143,212.592,6.69011,2.08817,4.60195,4.90238,36.4,1.91932,2.98306,2.7667,4.5667,7.3333,2.1333,1.6667,0.6333,9.2333,,0.591953
1810,Sean Baptiste,Fairleigh Dickinson,NEC,27,79.6,103.5,22.8,49.3,52.63,6.9,12.4,7.6,14.5,84,120,0.7,106,221,0.48,48,140,0.343,0.4,2.8,33.2,Jr,3-Jun,,2.46681,104.392,2.5,2009,3342,all,,0.51786317,,,,,,,,,,,107.386,110.0,1.99397,176.843,-1.4792,1.38876,-2.86797,0.586985,35.8148,2.37079,-1.78381,2.1852,3.7037,5.8889,1.0741,1.7407,0.1481,16.2963,,8.2701
1812,Ahmad Nivins,Saint Joseph's,A10,32,96.5,119.7,22.9,61.2,66.99,12.5,22.6,6.1,18.3,203,258,0.787,205,334,0.614,0,1,0.0,4.6,1.3,77.0,Sr,9-Jun,,5.71878,126.974,2.2,2009,3344,all,73.8,0.36780932,,,,,,,,,,56.0,95.127,93.3467,4.40826,261.974,5.55748,3.18525,2.37223,6.58919,39.3438,5.69052,0.898667,3.9375,7.875,11.8125,1.0,0.8125,1.75,19.1562,,0.0481092
1818,Amir Johnson,Radford,BSth,30,91.5,93.1,17.4,45.0,50.19,0.8,12.2,24.5,29.0,74,103,0.718,54,137,0.394,36,103,0.35,0.2,2.0,42.9,Jr,9-May,,0.41173,87.5085,2.6,2009,3355,all,2.0,1.50487865,,,,,,,,,,,101.666,103.148,2.93652,208.181,-1.09674,-0.89195,-0.204791,-2.17561,37.3667,-2.11842,-0.0571897,0.2667,4.6,4.8667,5.1667,1.3333,0.0667,9.6667,,5.05708
1823,Terrance Calvin,Arkansas Pine Bluff,SWAC,29,81.7,88.5,22.4,39.4,46.05,4.5,12.6,22.9,25.3,104,143,0.727,115,292,0.394,5,19,0.263,0.2,2.7,46.0,Jr,2-Jun,,0.485502,88.2752,3.9,2009,3362,all,,1.0,,,,,,,,,,,98.0609,103.1,2.80612,196.54,-1.81416,-2.31236,0.498206,-2.50314,35.2069,-2.4772,-0.0259365,1.5172,3.9655,5.4828,3.6207,1.6897,0.069,12.0345,,1.02816
1864,Robert Jarvis,Oral Roberts,Sum,30,86.6,99.8,25.0,47.0,50.62,1.2,7.3,12.2,17.3,85,109,0.78,90,206,0.437,81,244,0.332,0.2,1.6,24.2,Sr,11-May,,2.52584,105.284,2.3,2009,3430,all,,0.74357696,,,,,,,,,,,101.739,99.6437,3.19956,155.227,-0.108716,0.790994,-0.89971,1.03808,35.0667,1.55099,-0.512914,0.3667,2.1667,2.5333,1.9333,0.9333,0.0667,16.9333,,13.5012
1865,Jaycen Herring,Southeast Missouri St.,OVC,29,92.7,95.8,25.1,47.2,50.8,3.0,8.9,16.2,18.3,107,163,0.656,140,312,0.449,31,83,0.373,1.8,1.3,41.3,Sr,5-Jun,,1.84063,98.5765,2.7,2009,3431,all,32.6,0.87500415,,,,,,,,,,,116.982,117.311,1.15195,161.479,-4.69545,-0.744713,-3.95074,-3.37763,37.069,0.144885,-3.52251,1.0,3.0345,4.0345,2.6552,0.8276,0.7241,16.5517,,4.32113
1868,Johnathon Jones,Oakland,Sum,35,93.6,107.3,24.7,45.7,50.99,1.9,6.9,39.7,22.3,111,143,0.776,132,297,0.444,31,94,0.33,0.7,2.2,36.6,Jr,11-May,,3.62451,112.168,2.1,2009,3435,all,,2.32235109,,,,,,,,,,,110.659,109.802,2.13889,194.003,-0.490666,2.54338,-3.03405,1.00761,37.9714,2.98606,-1.97845,0.5714,2.2286,2.8,8.0286,1.3714,0.2286,13.3714,,4.27772
1893,Mike Trimboli,Vermont,AE,32,83.7,113.4,23.3,52.7,58.55,3.6,8.1,26.6,18.7,137,171,0.801,114,221,0.516,49,135,0.363,0.2,3.2,48.0,Sr,1-Jun,,3.82255,116.194,2.7,2009,3470,all,,1.75856989,,,,,,,,,,,97.122,98.7072,3.31625,201.163,4.67874,4.70849,-0.0297454,4.97437,35.3125,3.90526,1.06911,1.0312,2.5625,3.5938,4.7812,1.9688,0.0625,16.0,,6.89769
1925,Taylor Rochestie,Washington St.,P10,33,91.4,105.5,24.1,47.7,53.05,2.1,10.2,29.3,17.4,90,101,0.891,81,201,0.403,61,161,0.379,0.1,1.7,27.9,Sr,1-Jun,,3.82806,114.457,1.9,2009,3536,all,24.6,2.00004385,,,,,,,,,,,96.3761,89.5791,4.65197,182.695,5.98625,4.28408,1.70217,5.26494,36.8182,3.19305,2.07188,0.5758,3.0303,3.6061,4.5455,0.9394,0.0303,13.1818,,8.97093
1946,John Cantrell,Chicago St.,ind,30,87.2,116.9,22.8,53.5,56.47,5.9,9.6,12.2,11.9,106,148,0.716,196,368,0.533,31,85,0.365,1.0,3.5,32.7,Sr,2-Jun,,3.96579,117.039,2.2,2009,3582,all,,1.20002185,,,,,,,,,,,105.188,110.091,1.96667,204.029,1.13403,3.3014,-2.16737,3.04275,35.6,4.30306,-1.26031,2.0333,3.0,5.0333,2.2,2.3333,0.3333,19.7,,4.26434
1955,Toney Douglas,Florida St.,ACC,35,90.7,115.7,27.6,52.5,58.11,2.7,9.1,20.2,14.6,188,232,0.81,154,315,0.489,85,221,0.385,1.3,2.9,43.3,Sr,1-Jun,,5.98636,131.814,2.4,2009,3607,all,84.8,1.17242632,,,,,,,,,,29.0,96.8368,90.557,4.49604,228.792,8.10949,6.63996,1.46953,9.74611,36.5429,7.17103,2.57508,0.8,3.1143,3.9143,2.9143,1.8,0.4286,21.4571,,10.1951
1964,Ryan Schneider,Marist,MAAC,33,92.5,100.3,22.4,48.2,53.56,3.6,20.2,8.6,16.8,115,137,0.839,73,184,0.397,88,241,0.365,1.8,2.2,32.2,Sr,7-Jun,,2.64155,104.85,1.9,2009,3627,all,,0.55555104,,,,,,,,,,,95.1911,96.9604,3.76115,268.215,3.06037,1.141,1.91937,4.45536,37.5455,3.33972,1.11564,1.2424,6.9697,8.2121,1.3636,1.4242,0.697,15.9091,,11.1851
1968,James Harden,Arizona St.,P10,35,88.3,112.8,32.6,55.3,60.66,5.5,14.6,29.2,19.0,204,270,0.756,163,289,0.564,58,163,0.356,1.1,3.1,59.7,So,5-Jun,,6.47615,137.102,3.2,2009,3638,all,97.4,1.25425636,,,,,,,,,,3.0,95.6385,89.5229,4.50387,234.839,10.3738,7.16968,3.20412,9.8125,35.8286,6.88906,2.92344,1.3714,4.2,5.5714,4.2286,1.6857,0.3143,20.1143,,8.55845
2002,Darryl Shazier,Bucknell,Pat,30,87.3,94.2,15.5,44.9,47.95,0.8,9.4,26.9,23.3,40,59,0.678,42,117,0.359,37,100,0.37,0.6,1.6,27.2,So,Jun-00,,0.44808,87.9666,2.6,2009,3705,all,14.0,2.05973222,,,,,,,,,,,103.402,107.173,2.31252,178.223,-1.71376,-0.933439,-0.780326,-2.39187,36.0667,-1.95662,-0.435244,0.2667,3.1333,3.4,4.6,1.0,0.2,7.8333,,5.39384
2055,A.J. Abrams,Texas,B12,35,93.5,116.0,19.0,50.7,54.32,1.2,5.3,6.9,11.2,89,105,0.848,88,219,0.402,105,265,0.396,0.3,2.1,21.7,Sr,11-May,,4.53955,119.229,2.1,2009,3789,all,79.2,0.95836367,,,,,,,,,,,101.488,94.625,4.10845,196.48,6.14693,5.34488,0.802044,6.00635,37.6857,4.2687,1.73764,0.4,1.8286,2.2286,1.3143,1.3429,0.1143,16.5714,,11.7975
2068,Sherron Collins,Kansas,B12,35,87.5,109.2,27.8,50.8,55.1,1.9,7.0,29.0,19.3,132,166,0.795,149,316,0.472,77,205,0.376,0.0,1.8,31.9,Jr,11-May,,4.98823,125.352,2.2,2009,3813,all,97.0,1.51304126,,,,,,,,,,,99.3312,93.4471,3.98476,193.644,4.99326,4.92458,0.0686831,6.38705,35.1143,5.52299,0.86406,0.5429,2.3429,2.8857,4.9714,1.1143,0.0,18.8857,,9.5521
2101,Mike Rose,Eastern Kentucky,OVC,28,91.5,115.3,26.8,57.9,60.94,6.4,10.6,14.9,17.0,96,126,0.762,92,203,0.453,87,181,0.481,0.4,2.9,32.8,Sr,4-Jun,,4.65605,120.947,1.7,2009,3863,all,,0.94522646,,,,,,,,,,,108.173,110.453,2.00744,164.873,2.56608,5.02332,-2.45724,3.62827,37.0714,6.25391,-2.62564,1.8214,3.0714,4.8929,2.4643,1.6429,0.1071,19.3214,,11.2641
2133,Jay Greene,UMBC,AE,30,95.4,107.8,19.5,50.5,54.77,1.0,8.5,30.1,18.2,74,93,0.796,54,105,0.514,65,195,0.333,0.1,1.5,31.0,Sr,8-May,,2.97198,106.0,2.0,2009,3911,all,,2.61759383,,,,,,,,,,,110.532,113.594,1.73311,169.913,-0.158364,3.24798,-3.40635,-0.638673,40.0667,1.85469,-2.49336,0.3333,2.8333,3.1667,5.9333,0.9333,0.0333,12.5667,,10.1659
2134,Craig Moore,Northwestern,B10,31,88.8,112.8,21.1,58.6,60.67,2.2,9.5,17.6,16.0,50,63,0.794,32,65,0.492,110,271,0.406,1.0,2.5,18.8,Sr,4-Jun,,4.38753,119.882,2.6,2009,3913,all,,1.49997242,,,,,,,,,,,101.731,97.6122,3.53003,170.823,6.23495,6.19782,0.037126,6.41493,35.6452,6.08088,0.334046,0.6129,2.5806,3.1935,2.7097,1.3226,0.2581,14.3226,,16.2879
2149,Courtney Beasley,Southern Miss,CUSA,29,87.7,108.4,24.0,46.7,51.16,7.5,17.6,11.0,9.6,92,120,0.767,160,350,0.457,10,25,0.4,0.6,1.6,32.0,Sr,3-Jun,,4.00583,117.19,2.9,2009,3954,all,0.2,1.23689232,,,,,,,,,,,104.467,101.25,3.0439,181.457,2.05012,2.51561,-0.465491,3.25616,35.5172,3.81501,-0.55885,2.2414,4.9655,7.2069,1.6207,0.931,0.1724,15.2414,,1.51356
2157,Darryl Proctor,UMBC,AE,31,98.0,101.2,29.3,46.5,50.37,7.5,18.7,12.6,11.9,127,180,0.706,243,515,0.472,2,14,0.143,1.8,2.0,34.0,Sr,4-Jun,,3.76284,111.926,2.6,2009,3967,all,4.4,0.88404168,,,,,,,,,,,103.853,106.465,2.69391,233.896,-0.393835,0.735287,-1.12912,1.59012,39.8387,2.97829,-1.38818,2.5484,6.1935,8.7419,1.9677,1.2903,0.6452,19.9677,,0.710493
2163,Brandon Ewing,Wyoming,MWC,31,95.9,115.9,24.2,50.3,60.25,1.4,8.3,28.2,16.3,222,267,0.831,104,208,0.5,47,139,0.338,0.3,1.4,76.9,Sr,2-Jun,,5.33133,124.311,2.3,2009,3982,all,55.2,1.84339282,,,,,,,,,,,109.29,106.46,2.63699,184.892,3.52474,5.39734,-1.8726,3.29679,38.6774,4.28271,-0.985918,0.4194,2.9677,3.3871,4.9355,0.9355,0.129,18.4194,,6.59288
2216,Kenard Moore,Southeast Missouri St.,OVC,29,90.9,99.1,25.8,50.6,53.29,1.7,5.2,10.7,17.3,70,89,0.787,100,194,0.515,92,276,0.333,0.4,1.8,18.9,Sr,Jun-00,,2.34328,102.847,2.3,2009,4067,all,,0.55951805,,,,,,,,,,,118.331,118.664,0.958856,146.744,-4.37399,1.34373,-5.71772,-2.662,36.3448,1.47844,-4.14043,0.5517,1.7241,2.2759,1.6207,1.1379,0.1379,18.8276,,14.6536
2259,Josh Mayo,Illinois Chicago,Horz,29,85.4,108.5,25.5,47.2,53.42,2.1,6.8,22.2,16.6,118,136,0.868,84,215,0.391,68,179,0.38,0.1,2.0,34.5,Sr,11-May,,4.15319,118.144,2.1,2009,4135,all,,1.38026397,,,,,,,,,,,104.144,104.441,2.67574,154.805,1.88042,3.99114,-2.11071,3.4082,35.4828,4.18139,-0.773198,0.6552,2.1379,2.7931,3.3793,1.1379,0.0345,16.8966,,10.6349
2282,Nic Wise,Arizona,P10,35,90.6,113.3,23.3,53.6,59.09,1.3,6.8,25.2,20.9,128,151,0.848,111,233,0.476,66,159,0.415,0.3,2.5,38.5,Jr,10-May,,5.10279,124.843,2.7,2009,4176,all,78.4,1.58415642,,,,,,,,,,,108.868,101.781,3.07936,194.184,4.11638,5.42566,-1.30927,4.41757,36.3714,4.43142,-0.0138469,0.3714,2.1429,2.5143,4.5714,1.4857,0.0857,15.6571,,7.6696
2285,Jonathan Han,Fairfield,MAAC,21,58.6,99.3,22.4,50.7,54.45,1.2,9.0,31.8,26.2,56,79,0.709,36,88,0.409,45,116,0.388,0.3,2.2,38.7,Sr,Jun-00,,2.5845,105.122,2.6,2009,4180,all,,1.53423277,,,,,,,,,,,104.329,104.704,2.67223,117.524,0.184553,1.929,-1.74445,0.454467,35.7143,1.40382,-0.949349,0.381,2.8095,3.1905,5.3333,1.2857,0.0952,12.5238,,9.30958
2380,Robert Mitchell,Seton Hall,BE,29,83.6,98.4,22.9,45.2,48.26,7.5,16.5,9.0,15.5,65,89,0.73,134,296,0.453,30,100,0.3,2.2,2.0,22.5,Jr,6-Jun,,2.72393,106.249,3.5,2009,4558,all,,0.72307486,,,,,,,,,,,101.444,97.4417,3.57191,202.067,2.68654,1.35779,1.32875,1.32473,36.1724,1.58523,-0.260496,2.5172,5.4483,7.9655,1.6207,1.2414,0.7931,14.5862,,5.442
2476,Jonathan Hall,St. Bonaventure,A10,30,87.5,96.2,21.5,50.6,52.18,6.9,12.5,18.4,23.7,63,107,0.589,155,293,0.529,5,28,0.179,1.7,1.8,33.3,Jr,5-Jun,,1.65042,97.8579,3.2,2009,4963,all,,0.97940182,,,,,,,,,,,99.3403,99.8717,3.20532,199.008,1.46944,0.141241,1.3282,0.654166,35.4333,0.329139,0.325027,2.1,4.2333,6.3333,3.1667,1.1333,0.6,12.9333,,1.47219
2729,Cameron Tyler,Fairleigh Dickinson,NEC,30,87.4,88.8,26.5,41.8,47.81,2.8,8.6,34.5,26.2,125,188,0.665,104,243,0.428,22,85,0.259,0.3,1.7,57.3,Jr,Jun-00,,1.04989,92.9207,2.3,2009,5846,all,4.6,1.2403023,,,,,,,,,,,111.537,114.546,1.42204,159.008,-6.00886,-1.72121,-4.28765,-5.39525,35.4,-1.33658,-4.05867,0.8667,2.5333,3.4,5.3333,1.0333,0.1,13.3,,4.57302
3035,Ben Woodside,North Dakota St.,Sum,31,86.5,118.1,33.3,52.5,59.75,1.0,10.1,36.6,16.6,217,260,0.835,157,328,0.479,63,151,0.417,0.4,2.5,54.3,Sr,11-May,,6.25598,136.384,1.6,2009,6963,all,,1.87377363,,,,,,,,,,,102.096,102.109,2.89984,184.047,5.83931,7.17754,-1.33824,7.5433,35.2903,7.74893,-0.205628,0.2903,2.9677,3.2581,6.2258,1.4839,0.1613,23.2258,,8.11275
3149,Daniel Emerson,Mercer,ASun,31,85.6,104.9,22.1,51.2,56.14,11.1,20.8,13.2,23.4,124,178,0.697,122,239,0.51,19,55,0.345,0.4,0.7,60.5,Jr,8-Jun,,2.69016,106.911,2.9,2009,7336,all,38.0,0.70709253,,,,,,,,,,,104.872,107.188,2.2666,208.822,-0.523097,1.31154,-1.83463,-0.521011,35.0645,1.85001,-2.37102,3.5484,6.9032,10.4516,2.2581,0.4516,0.129,13.7097,,2.86709
3191,Bryan Dougher,Stony Brook,AE,29,86.4,98.5,18.7,43.8,48.14,1.4,3.9,11.4,15.5,63,81,0.778,34,119,0.286,64,178,0.36,0.4,1.6,27.3,Fr,1-Jun,,1.2252,94.4783,2.4,2009,7486,all,,1.1041566,,,,,,,,,,,100.511,105.623,2.4769,137.694,-1.45916,-0.016714,-1.44244,-1.75617,35.6207,-0.836886,-0.919283,0.4483,1.1034,1.5517,1.8276,0.931,0.1034,11.1379,,10.734
3297,D.J. Rivera,Binghamton,AE,31,87.7,109.4,26.7,52.0,54.64,6.2,14.3,7.5,10.8,126,196,0.643,172,320,0.537,47,146,0.322,1.3,3.0,42.1,Jr,4-Jun,,3.94076,116.63,3.0,2009,7875,all,,0.6111143,,,,,,,,,,,97.0643,100.188,3.17556,219.336,2.22019,2.94702,-0.72683,4.31236,35.5161,4.24242,0.0699366,1.9032,4.4839,6.3871,1.0645,1.8065,0.4194,19.7097,,7.82316
3347,Roderick Flemings,Hawaii,WAC,29,86.5,108.5,25.2,50.1,55.45,9.2,11.7,13.1,17.9,137,190,0.721,143,281,0.509,21,67,0.313,1.4,2.1,54.6,Jr,7-Jun,,3.72386,114.263,2.4,2009,8024,all,93.4,0.67999381,,,,,,,,,,,101.438,100.354,3.21693,172.418,2.93373,2.232,0.701728,4.02545,35.931,3.70551,0.319944,2.6207,3.2414,5.8621,1.7586,1.2069,0.4483,16.7586,,4.03522
3358,Sean Ogirri,Wyoming,MWC,31,90.1,111.6,17.7,58.8,61.6,1.3,5.6,13.2,17.7,57,67,0.851,40,81,0.494,98,237,0.414,0.3,1.4,21.1,Sr,3-Jun,,3.19076,109.787,2.6,2009,8106,all,75.4,1.09675002,,,,,,,,,,,110.285,107.429,2.35532,164.73,2.55987,4.0979,-1.53803,2.1802,36.3226,3.09962,-0.919425,0.3871,1.871,2.2581,2.1935,0.9032,0.0968,13.9032,,11.9647
3945,DiJuan Harris,Charlotte,A10,31,90.6,108.8,17.0,49.3,53.29,1.8,8.5,37.9,23.0,73,111,0.658,72,151,0.477,21,59,0.356,0.5,2.4,52.9,Jr,9-May,,2.70734,105.798,2.9,2009,10534,all,,2.93420616,,,,,,,,,,,104.638,101.776,3.07957,191.998,1.5265,2.05083,-0.524337,1.36741,36.9677,0.655941,0.711467,0.6129,2.7097,3.3226,7.1935,1.4839,0.1613,9.0323,,3.0469
